76725,08/01/2020,,Afghanistan,2020-08-02 04:34:47,36710.0,1283.0,25509.0
76726,08/01/2020,,Albania,2020-08-02 04:34:47,5396.0,161.0,2961.0
76727,08/01/2020,,Algeria,2020-08-02 04:34:47,30950.0,1223.0,20988.0
76728,08/01/2020,,Andorra,2020-08-02 04:34:47,925.0,52.0,807.0
76729,08/01/2020,,Angola,2020-08-02 04:34:47,1164.0,54.0,460.0
76730,08/01/2020,,Antigua and Barbuda,2020-08-02 04:34:47,91.0,3.0,67.0
76731,08/01/2020,,Argentina,2020-08-02 04:34:47,196543.0,3596.0,86499.0
76732,08/01/2020,,Armenia,2020-08-02 04:34:47,38841.0,749.0,29557.0
76733,08/01/2020,,Austria,2020-08-02 04:34:47,21212.0,718.0,18911.0
76734,08/01/2020,,Azerbaijan,2020-08-02 04:34:47,32157.0,454.0,26474.0
76735,08/01/2020,,Bahamas,2020-08-02 04:34:47,599.0,14.0,91.0
76736,08/01/2020,,Bahrain,2020-08-02 04:34:47,41190.0,147.0,38211.0
76737,08/01/2020,,Bangladesh,2020-08-02 04:34:47,239860.0,3132.0,136253.0
76738,08/01/2020,,Barbados,2020-08-02 04:34:47,122.0,7.0,98.0
76739,08/01/2020,,Belarus,2020-08-02 04:34:47,67946.0,563.0,62686.0
76740,08/01/2020,,Belgium,2020-08-02 04:34:47,69402.0,9845.0,17573.0
76741,08/01/2020,,Belize,2020-08-02 04:34:47,56.0,2.0,30.0
76742,08/01/2020,,Benin,2020-08-02 04:34:47,1805.0,36.0,1036.0
76743,08/01/2020,,Bhutan,2020-08-02 04:34:47,102.0,0.0,89.0
76744,08/01/2020,,Bolivia,2020-08-02 04:34:47,78793.0,3064.0,23968.0
76745,08/01/2020,,Bosnia and Herzegovina,2020-08-02 04:34:47,11876.0,339.0,5959.0
76746,08/01/2020,,Botswana,2020-08-02 04:34:47,804.0,2.0,63.0
76747,08/01/2020,,Brunei,2020-08-02 04:34:47,141.0,3.0,138.0
76748,08/01/2020,,Bulgaria,2020-08-02 04:34:47,11836.0,385.0,6396.0
76749,08/01/2020,,Burkina Faso,2020-08-02 04:34:47,1143.0,53.0,935.0
76750,08/01/2020,,Burma,2020-08-02 04:34:47,353.0,6.0,297.0
76751,08/01/2020,,Burundi,2020-08-02 04:34:47,395.0,1.0,304.0
76752,08/01/2020,,Cabo Verde,2020-08-02 04:34:47,2480.0,24.0,1837.0
76753,08/01/2020,,Cambodia,2020-08-02 04:34:47,240.0,0.0,196.0
76754,08/01/2020,,Cameroon,2020-08-02 04:34:47,17255.0,391.0,15320.0
76755,08/01/2020,,Central African Republic,2020-08-02 04:34:47,4614.0,59.0,1635.0
76756,08/01/2020,,Chad,2020-08-02 04:34:47,936.0,75.0,813.0
76757,08/01/2020,,Comoros,2020-08-02 04:34:47,386.0,7.0,330.0
76758,08/01/2020,,Congo (Brazzaville),2020-08-02 04:34:47,3200.0,54.0,829.0
76759,08/01/2020,,Congo (Kinshasa),2020-08-02 04:34:47,9084.0,215.0,7030.0
76760,08/01/2020,,Costa Rica,2020-08-02 04:34:47,18187.0,154.0,4531.0
76761,08/01/2020,,Croatia,2020-08-02 04:34:47,5224.0,145.0,4341.0
76762,08/01/2020,,Cuba,2020-08-02 04:34:47,2633.0,87.0,2367.0
76763,08/01/2020,,Cyprus,2020-08-02 04:34:47,1124.0,19.0,852.0
76764,08/01/2020,,Czech Republic,2020-08-02 04:34:47,16699.0,383.0,11587.0
76765,08/01/2020,,Denmark,2020-08-02 04:34:47,13789.0,615.0,12578.0
76766,08/01/2020,,Diamond Princess,2020-08-02 04:34:47,712.0,13.0,651.0
76767,08/01/2020,,Djibouti,2020-08-02 04:34:47,5084.0,58.0,4999.0
76768,08/01/2020,,Dominica,2020-08-02 04:34:47,18.0,0.0,18.0
76769,08/01/2020,,Dominican Republic,2020-08-02 04:34:47,71415.0,1170.0,37509.0
76770,08/01/2020,,Ecuador,2020-08-02 04:34:47,86232.0,5736.0,36213.0
76771,08/01/2020,,Egypt,2020-08-02 04:34:47,94316.0,4834.0,41137.0
76772,08/01/2020,,El Salvador,2020-08-02 04:34:47,17050.0,459.0,8495.0
76773,08/01/2020,,Equatorial Guinea,2020-08-02 04:34:47,4821.0,83.0,2182.0
76774,08/01/2020,,Eritrea,2020-08-02 04:34:47,279.0,0.0,225.0
76775,08/01/2020,,Estonia,2020-08-02 04:34:47,2072.0,69.0,1934.0
76776,08/01/2020,,Eswatini,2020-08-02 04:34:47,2706.0,43.0,1214.0
76777,08/01/2020,,Ethiopia,2020-08-02 04:34:47,17999.0,284.0,7195.0
76778,08/01/2020,,Fiji,2020-08-02 04:34:47,27.0,1.0,18.0
76779,08/01/2020,,Finland,2020-08-02 04:34:47,7443.0,329.0,6950.0
76780,08/01/2020,,France,2020-08-02 04:34:47,213031.0,30150.0,71511.0
76781,08/01/2020,,Gabon,2020-08-02 04:34:47,7531.0,50.0,5223.0
76782,08/01/2020,,Gambia,2020-08-02 04:34:47,498.0,9.0,68.0
76783,08/01/2020,,Georgia,2020-08-02 04:34:47,1171.0,17.0,947.0
76784,08/01/2020,,Ghana,2020-08-02 04:34:47,37014.0,182.0,33365.0
76785,08/01/2020,,Greece,2020-08-02 04:34:47,4587.0,206.0,1374.0
76786,08/01/2020,,Grenada,2020-08-02 04:34:47,24.0,0.0,23.0
76787,08/01/2020,,Guatemala,2020-08-02 04:34:47,50979.0,1959.0,37873.0
76788,08/01/2020,,Guinea,2020-08-02 04:34:47,7308.0,46.0,6458.0
76789,08/01/2020,,Guinea-Bissau,2020-08-02 04:34:47,1981.0,27.0,803.0
76790,08/01/2020,,Guyana,2020-08-02 04:34:47,430.0,20.0,185.0
76791,08/01/2020,,Haiti,2020-08-02 04:34:47,7468.0,165.0,4606.0
76792,08/01/2020,,Holy See,2020-08-02 04:34:47,12.0,0.0,12.0
76793,08/01/2020,,Honduras,2020-08-02 04:34:47,42685.0,1368.0,5694.0
76794,08/01/2020,,Hungary,2020-08-02 04:34:47,4526.0,597.0,3364.0
76795,08/01/2020,,Iceland,2020-08-02 04:34:47,1893.0,10.0,1825.0
76796,08/01/2020,,Indonesia,2020-08-02 04:34:47,109936.0,5193.0,67919.0
76797,08/01/2020,,Iran,2020-08-02 04:34:47,306752.0,16982.0,265830.0
76798,08/01/2020,,Iraq,2020-08-02 04:34:47,126704.0,4805.0,89275.0
76799,08/01/2020,,Ireland,2020-08-02 04:34:47,26109.0,1763.0,23364.0
76800,08/01/2020,,Israel,2020-08-02 04:34:47,72218.0,526.0,45102.0
